Booking_ID,Airline_ID,Country,Airline_Tier,Service_Rating,Cabin_Class,Seat_Type,Flight_Duration_Hours,Booking_Channel,Meals_Included,Payment_Type,Passenger_Age,Lead_Time_Days,Departure_Date,Departure_Month,Is_Weekend,Is_Public_Holiday,Load_Factor_Flight,Competitor_Avg_Fare_RM,Distance_KM,Review_Score,Promo_Applied,Events_Index_Destination,Ticket_Price_RM,Total_Spend_RM,Extra_Spend_Unscaled,Delay_Status,Satisfaction_Rating
100121,AL11, INDONESIA ,budget,4.0,Economy,Window,5.62,Mobile App,No,Card,35.0,37,2024-08-05,8,0,0,0.674,160.97,318.9,6.9,1,38.5,309.06,411.51,55674,On-Time,3
100768,AL14,Malaysia,full-service,4.0,Premium Economy,Window,1.31,Website, Yes ,Online,49.0,31,2025-02-26,2,0,0,0.99,318.73,1048.6,7.67,1,55.3,614.62,652.86,129641,Delayed,3
101965,AL02, Singapore ,budget,3.0,Economy,Aisle,6.47,Mobile App,Yes,Card,49.0,74,2024-04-28,4,1,0,0.707,611.39,1648.5,6.69,0,22.9,703.84,754.37,139681,Cancelled,1
100662,AL01,Malaysia,full-service,3.0,First,Window,3.87,Walk-in,Yes,Online,54.0,0,2025-06-23,6,0,0,0.783,52.18,565.7,7.39,0,65.9,759.06,947.38,112809,On-Time,4
101873,AL17, THAILAND ,full-service,4.0,Business,Aisle,6.02,Website, No , Online ,35.0,7,2024-10-09,10,0,0,0.874,528.25,1627.1,5.4,1,61.0,900.88,1057.71,174619,Delayed,1
102225,AL18,Singapore,budget,4.0,first,Middle,4.64,Travel Agent,No,Card,30.0,36,2025-04-07,4,0,0,0.724,886.92,2436.2,7.17,0,35.4,1354.21,1482.25,141835,Delayed,4
102106,AL18, Malaysia ,budget,3.0,Economy,Middle,1.79,Website,No,Online,43.0,2,2025-04-26,4,1,0,0.678,421.62,1175.8,9.38,0,62.7,696.63,771.63,90061,On-Time,4
100111,AL05,philippines,budget,2.0,Economy,Window,5.16,Mobile App,No,Online,36.0,60,2024-08-12,8,0,0,0.873,504.63,1585.7,5.74,0,32.6,811.4,978.08,168790,Delayed,3
103179,AL05, SINGAPORE ,budget,2.0,Economy,Middle,1.39,Mobile App,No,Card,37.0,11,2024-11-22,11,0,0,0.731,249.43,631.1,6.21,1,100.0,420.34,467.14,80586,On-Time,4
103959,AL07,Singapore,full-service,3.0,economy,Middle,2.17,Airport Counter,No,Card,20.0,48,2024-01-08,1,0,0,0.768,258.91,790.7,5.42,0,78.1,510.67,644.88,57682,On-Time,3
103735,AL06,Singapore,premium,4.0,Economy,Window,3.07,Mobile App,No,Card,45.0,15,2024-10-19,10,1,0,0.673,618.45,1764.8,7.67,0,72.3,892.94,1032.66,189062,On-Time,4
102697,AL04,malaysia,full-service,3.0,Business,Aisle,4.19,travel agent,No,Cash,40.0,47,2024-08-12,8,0,0,0.911,440.56,1616.9,5.27,0,31.4,900.27,977.74,214846,On-Time,4
101749,AL05, Singapore ,budget,4.0,Economy,Middle,4.06,Website,No,Online,34.0,46,2024-04-14,4,1,0,0.769,629.41,1592.3,8.73,0,42.5,748.19,846.13,173110,On-Time,5
102318,AL06,Vietnam,premium,2.0,economy,Middle,5.72,Website,No,Cash,31.0,25,2024-06-04,6,0,0,0.645,293.23,1189.5,7.01,0,24.9,669.4,760.22,183665,On-Time,2
103342,AL16,philippines,budget,3.0,Economy,Aisle,3.14,mobile app, No ,Card,21.0,67,2025-05-01,5,0,0,0.695,307.09,813.6,6.73,0,65.3,521.98,736.4,71358,Delayed,3
102963,AL12,Indonesia,premium,5.0,First,Aisle,3.32,Mobile App,Yes, Online ,26.0,1,2025-05-30,5,0,0,0.921,403.75,1219.1,8.2,1,72.8,880.19,997.54,66710,On-Time,5
103430,AL10,Philippines,full-service,5.0,Business,Aisle,4.98,website,Yes,Card,34.0,18,2025-02-19,2,0,0,0.886,997.21,3770.0,7.14,1,69.1,1608.31,1782.03,374002,Delayed,2
102787,AL18,Indonesia,budget,3.0,Premium Economy,Window,4.74,travel agent,Yes,Online,18.0,13,2025-06-20,6,0,0,0.645,674.2,1534.6,7.36,0,29.7,872.24,978.44,190989,On-Time,3
104068,AL02,Philippines,budget,4.0,Premium Economy,Aisle,6.95,Mobile App,No,Card,42.0,12,2025-04-29,4,0,0,,484.31,1457.3,7.83,0,5.0,821.0,1012.99,109407,On-Time,4
100596,AL08, AUSTRALIA ,full-service,2.0,Premium Economy,Window,8.61,Mobile App,No,Card,39.0,24,2024-10-25,10,0,0,0.744,466.36,1298.0,6.83,0,60.6,788.66,988.16,148007,On-Time,3
103653,AL04,australia,full-service,3.0,Economy,Aisle,4.38,Mobile App,, Online ,50.0,4,2024-10-03,10,0,0,0.715,353.82,1086.0,6.8,0,38.5,554.84,620.76,88593,On-Time,3
100101,AL01, SINGAPORE ,full-service,4.0,Premium Economy,Window,4.33,Travel Agent,No, Card ,37.0,6,2024-06-19,6,0,0,0.732,,2619.6,6.36,1,65.1,1141.47,1284.34,88249,On-Time,3
100426,AL14,Indonesia,full-service,3.0,Economy,Window,1.51,Travel Agent,No,Online,44.0,47,2025-05-01,5,0,0,0.755,1020.43,3354.0,8.37,0,33.4,1316.85,1360.48,144384,On-Time,4
101065,AL09,Malaysia,budget,3.0,Economy,Window,8.29,Mobile App,Yes,Cash,39.0,71,2024-12-16,12,0,0,0.919,165.65,859.4,7.39,0,98.6,535.66,672.72,132409,Delayed,1
100564,AL12,Malaysia,premium,3.0,Economy,Middle,4.19,Travel Agent,Yes,Card,18.0,53,2024-07-21,7,1,0,0.843,249.08,1236.5,8.3,0,47.1,602.67,631.17,146430,On-Time,4
100405,AL06,Indonesia,premium,3.0,Economy,Aisle,1.77,Mobile App,No,Cash,43.0,7,2024-03-25,3,0,0,0.485,326.42,861.6,6.19,0,27.1,508.11,691.72,88670,On-Time,3
102200,AL05, Australia ,budget,3.0,Economy,Aisle,1.35,Travel Agent,No,Card,41.0,3,2024-04-01,4,0,0,0.748,284.64,1032.9,6.56,0,67.2,613.21,651.55,128644,On-Time,3
103500,AL01, INDONESIA ,full-service,5.0,Economy,Aisle,6.21,Mobile App, No ,Card,70.0,15,2025-06-10,6,0,0,0.861,178.15,429.5,9.13,1,53.2,390.22,444.24,47314,On-Time,4
101058,AL06,Australia,premium,3.0,Economy,Aisle,0.75,Mobile App,Yes, Online ,30.0,6,2024-12-25,12,0,0,0.675,485.14,1457.2,7.06,0,8.9,729.18,812.52,211875,On-Time,3
104084,AL14,Indonesia,full-service,5.0,Economy,Aisle,5.36,Website,Yes,Online,54.0,2,2024-03-29,3,0,0,0.752,400.45,1378.9,6.92,0,59.5,762.07,791.76,110586,Delayed,2
102319,AL07,singapore,full-service,3.0,Economy,Window,5.99,Travel Agent, No ,Online,42.0,35,2025-04-16,4,0,0,0.774,986.41,3203.7,8.64,0,50.1,1293.56,1362.01,120645,On-Time,4
100746,AL03,Thailand,premium,3.0,Economy,Aisle,1.37,Website,No, Card ,28.0,18,2024-06-05,6,0,0,0.878,577.22,1792.3,3.81,0,26.0,839.96,1022.14,176388,On-Time,2
103912,AL18,Singapore,budget,3.0,Economy,Aisle,4.01,Website,No,Card,19.0,34,2024-01-02,1,0,0,0.853,314.25,1031.7,7.93,0,15.3,549.54,640.16,70484,Delayed,4
101146,AL13,Singapore,full-service,3.0,Business,Window,4.69,Travel Agent,No,Online,45.0,34,2024-02-20,2,0,0,0.715,385.15,1097.4,6.49,0,85.1,929.75,1027.94,255450,On-Time,4
102791,AL17, MALAYSIA ,full-service,5.0,Economy,Aisle,3.22,Airport Counter,Yes,Cash,18.0,24,2024-06-07,6,0,0,0.822,240.74,725.1,5.24,0,44.6,460.61,509.63,115326,On-Time,3
101686,AL12, Malaysia ,premium,2.0,Premium Economy,Aisle,5.77,Mobile App,,Card,19.0,46,2025-03-21,3,0,0,0.547,342.48,1110.4,5.53,0,38.7,724.92,822.43,184593,On-Time,3
103354,AL05, Japan ,budget,4.0,Business,Aisle,5.34,Travel Agent,Yes, Card ,43.0,34,2024-09-20,9,0,0,0.673,460.64,1707.1,6.91,1,55.4,851.36,1063.92,173784,On-Time,5
103506,AL02,Malaysia,budget,3.0,Economy,Middle,3.92,Website, No ,Online,23.0,16,2024-10-06,10,1,0,0.893,717.62,2796.4,5.48,0,31.1,1138.76,1255.2,316733,Delayed,3
102936,AL11,Vietnam,budget,3.0,Business,Window,5.95,Airport Counter,Yes,Card,18.0,7,2025-02-04,2,0,0,0.988,294.54,1093.1,7.17,0,51.8,857.86,1051.76,250538,Delayed,5
100784,AL01,Malaysia,full-service,4.0,Economy,Middle,2.61,Travel Agent,No,Cash,27.0,4,2025-03-19,3,0,0,0.666,334.91,668.5,6.85,0,72.8,526.51,581.74,85996,Delayed,3
101724,AL07,philippines,full-service,2.0,Business,Window,3.66,Website,No, Online ,41.0,6,2025-05-21,5,0,1,0.807,990.69,3182.2,6.29,0,49.6,1479.97,1648.99,294406,Delayed,3
103119,AL16,Malaysia,budget,3.0,Premium Economy,Middle,6.25,mobile app,, Online ,33.0,33,2024-09-25,9,0,0,0.725,486.18,1651.6,8.1,0,69.3,911.79,1011.09,59890,On-Time,5
100949,AL12,Malaysia,premium,5.0,Premium Economy,Aisle,3.3,Mobile App, No ,Card,45.0,81,2024-09-02,9,0,0,0.819,1152.94,4014.8,5.32,0,89.3,1734.3,1866.62,260745,On-Time,2
100414,AL18,Philippines,budget,3.0,Business,Middle,3.27,Mobile App, Yes ,Card,42.0,11,2025-05-18,5,1,0,0.697,683.31,1973.0,8.54,1,55.5,904.72,1083.12,269192,Delayed,3
100587,AL08,thailand,full-service,3.0,Premium Economy,Window,10.71,Website, Yes ,Card,41.0,0,2024-10-20,10,1,0,0.72,642.62,2344.3,8.39,1,14.5,1008.88,1103.58,196364,On-Time,3
102443,AL03,Singapore,premium,4.0,Economy,Aisle,3.39,Website,No,Card,32.0,15,2024-07-26,7,0,0,0.604,542.48,1810.2,6.16,0,76.5,850.94,950.72,245510,Cancelled,2
102644,AL03,Japan,premium,3.0,Premium Economy,Aisle,4.08,mobile app,No, Card ,36.0,13,2024-05-24,5,0,0,0.814,629.84,2107.5,6.58,1,30.7,939.51,993.88,184819,On-Time,3
102254,AL08,Thailand,full-service,4.0,Premium Economy,Aisle,7.94,Travel Agent,No,Online,24.0,13,2024-11-27,11,0,1,0.729,207.3,620.3,7.43,0,84.5,606.31,691.91,78671,Delayed,3
100455,AL16,Vietnam,budget,2.0,First,Window,2.61,mobile app,No,Card,29.0,33,2024-04-11,4,0,0,0.865,554.83,1851.2,6.65,1,74.2,1139.35,1282.59,292404,Delayed,2
100419,AL10,Singapore,full-service,3.0,Economy,Window,2.3,Website,No, Card ,31.0,4,2024-07-29,7,0,0,0.777,265.05,624.6,7.72,0,35.5,468.68,521.17,48968,Cancelled,2
100933,AL01, MALAYSIA ,full-service,4.0,Economy,Window,3.32,Walk-in,No,Card,44.0,20,2025-05-16,5,0,0,0.826,737.39,2950.7,5.17,1,62.9,1173.96,1224.88,119410,Delayed,2
101252,AL02,Australia,budget,4.0,Premium Economy,Middle,4.89,Website, No ,Online,33.0,109,2025-01-17,1,0,0,0.787,447.09,1469.7,6.61,0,52.1,808.87,861.14,125961,Delayed,3
100448,AL09,Malaysia,budget,3.0,Business,Middle,6.18,Airport Counter,Yes,Card,43.0,10,2024-01-21,1,1,0,0.869,775.32,2569.1,5.82,0,60.6,1362.67,1444.06,316189,Delayed,2
103106,AL09,Thailand,budget,1.0,Economy,Aisle,2.28,website,No, Card ,26.0,14,2024-05-16,5,0,0,0.915,558.1,1584.8,7.72,0,72.9,869.41,963.43,189862,Delayed,3
100431,AL11,Singapore,budget,1.0,premium economy,Window,8.73,Website,Yes,Online,,21,2024-04-14,4,1,0,0.99,669.03,1884.2,6.36,0,42.0,979.85,1126.31,139273,Delayed,3
103736,AL10,Malaysia,full-service,3.0,Business,Middle,4.02,website,No, Card ,27.0,0,2024-01-12,1,0,0,0.717,389.03,997.0,7.43,1,62.0,654.0,797.61,116285,On-Time,3
102338,AL13,Malaysia,full-service,3.0,Economy,Aisle,1.26,Airport Counter,No,Online,41.0,17,2024-07-30,7,0,0,0.68,486.59,1926.2,8.9,0,57.5,910.11,1027.95,234482,On-Time,3
102590,AL18,Malaysia,budget,3.0,Economy,Window,3.97,mobile app,No,Online,33.0,7,2024-11-26,11,0,0,0.78,242.15,868.0,6.55,0,67.9,559.32,674.39,43830,Delayed,2
101457,AL06,Thailand,premium,3.0,Economy,Aisle,2.7,Website, Yes , Card ,51.0,98,2024-11-14,11,0,0,0.975,667.11,2622.1,6.78,0,55.4,1135.51,1272.0,76929,Delayed,2
102099,AL13,Malaysia,full-service,3.0,Business,Window,0.75,Mobile App,No,Card,44.0,15,2025-06-17,6,0,0,0.765,289.39,875.9,9.32,1,61.6,652.92,835.21,214852,On-Time,3
102084,AL14,Malaysia,full-service,3.0,Economy,Window,2.44,Airport Counter,Yes,Online,69.0,18,2025-01-26,1,1,0,0.799,154.25,689.6,6.88,0,52.5,526.74,595.42,144719,Delayed,3
100658,AL02,Philippines,budget,2.0,Business,Aisle,6.03,Travel Agent,No, Card ,47.0,21,2024-01-25,1,0,1,0.602,67.03,150.0,8.03,0,63.3,506.24,760.31,67986,Delayed,4
100196,AL01, SINGAPORE ,full-service,4.0,Economy,Aisle,5.55,mobile app,Yes,Card,51.0,41,2024-04-02,4,0,0,0.596,269.98,713.6,7.33,1,58.6,380.08,485.55,79759,On-Time,3
102022,AL08,Thailand,full-service,4.0,Economy,Middle,2.66,mobile app,Yes, Card ,33.0,37,2024-11-01,11,0,0,0.694,331.18,990.0,6.68,0,44.3,615.03,690.92,161641,On-Time,3
102245,AL07,japan,full-service,2.0,economy,Middle,4.12,Travel Agent,Yes, Online ,25.0,1,2024-01-12,1,0,0,0.828,700.15,2314.0,5.94,0,17.7,1017.58,1152.55,232020,On-Time,2
101982,AL13,Singapore,full-service,4.0,Premium Economy,Middle,6.7,Website, Yes , Online ,36.0,3,2024-08-17,8,1,0,0.677,502.12,1091.7,7.58,0,98.2,762.96,1033.19,57806,Delayed,4
101283,AL08,Vietnam,full-service,3.0,First,Aisle,3.75,Travel Agent,Yes,Card,18.0,6,2025-02-05,2,0,0,0.869,884.77,3104.0,9.2,1,29.8,1362.66,1593.52,320366,On-Time,2
104097,AL10,Malaysia,full-service,4.0,First,Aisle,6.14,website,Yes,Online,32.0,16,2024-11-10,11,1,0,0.82,510.55,1264.3,7.97,0,75.8,1012.17,1147.63,174978,On-Time,4
100841,AL14,Australia,full-service,4.0,Economy,Aisle,9.35,Website, No ,Online,22.0,15,2025-05-02,5,0,0,0.617,328.02,1015.6,,0,52.3,610.24,655.68,97986,Delayed,3
103063,AL05,Thailand,budget,4.0,Economy,Middle,7.43,Mobile App,No,Card,46.0,20,2024-12-31,12,0,1,0.657,129.41,512.7,6.91,0,67.6,361.01,427.35,46818,Delayed,2
102654,AL14, MALAYSIA ,full-service,4.0,Business,Aisle,3.81,Website,No, Card ,39.0,6,2024-04-30,4,0,1,0.707,482.02,1472.8,5.87,0,66.3,963.36,1138.69,200357,Delayed,1
101306,AL03, MALAYSIA ,premium,4.0,Economy,Window,3.58,Mobile App,Yes, Online ,31.0,43,2024-10-06,10,1,0,0.912,572.04,1535.0,5.14,0,74.3,772.96,835.33,198613,Delayed,1
102463,AL17,Vietnam,full-service,5.0,Economy,Middle,1.2,Website,No,Cash,38.0,8,2025-04-25,4,0,0,,141.23,432.2,8.28,0,46.6,389.73,503.85,128425,On-Time,4
103306,AL02,Japan,budget,5.0,Premium Economy,Aisle,3.27,Walk-in, No ,Card,51.0,4,2025-04-20,4,1,0,0.515,547.01,1704.6,,1,82.7,762.59,811.89,193724,Delayed,3
100700,AL14,Thailand,full-service,4.0,Economy,Window,5.73,Mobile App,No,Online,32.0,42,2025-01-10,1,0,0,0.676,754.93,2667.5,7.05,0,65.1,1118.03,1193.75,93276,Delayed,3
100340,AL14, Singapore ,full-service,4.0,Premium Economy,Aisle,2.58,Website,,Card,38.0,13,2024-05-21,5,0,0,0.791,405.33,989.9,9.34,0,33.3,643.96,688.04,136917,Delayed,3
102705,AL02,Philippines,budget,4.0,Economy,Window,5.96,Airport Counter,, Card ,50.0,41,2025-05-21,5,0,0,0.823,716.32,2396.5,7.63,1,41.4,937.4,1197.16,116656,Delayed,3
102651,AL11,Philippines,budget,1.0,Economy,Aisle,5.12,Airport Counter,No,Cash,65.0,15,2024-02-23,2,0,0,0.831,311.56,590.1,6.27,0,45.9,512.57,594.38,148152,On-Time,2
103452,AL08, MALAYSIA ,full-service,4.0,Economy,Middle,6.95,Website,No,Card,53.0,25,2024-03-16,3,1,0,0.783,332.39,1124.0,8.06,0,64.8,631.27,773.96,59092,Cancelled,2
100636,AL12,Australia,premium,4.0,Premium Economy,Window,4.43,Website,Yes,Card,32.0,1,2024-06-18,6,0,0,0.606,924.99,2807.2,6.1,0,47.8,1283.46,1381.47,286476,Delayed,3
100430,AL03,singapore,premium,3.0,Economy,Aisle,2.77,Airport Counter,Yes,Card,46.0,10,2024-03-25,3,0,0,0.716,732.54,2197.0,7.66,0,27.7,1009.39,1052.76,122018,On-Time,3
101674,AL07,Malaysia,full-service,4.0,Economy,Window,4.5,Mobile App,Yes,Card,45.0,8,2024-06-11,6,0,0,0.651,134.18,395.1,6.14,0,59.7,430.03,577.9,94735,Delayed,2
103191,AL07, SINGAPORE ,full-service,3.0,Economy,Aisle,3.56,Airport Counter,Yes,Card,43.0,9,2025-05-09,5,0,0,0.757,615.67,1998.7,,0,59.2,963.22,1057.66,211389,On-Time,3
101632,AL10, MALAYSIA ,full-service,2.0,Premium Economy,Window,5.32,Travel Agent, Yes , Online ,23.0,43,2025-02-22,2,1,0,0.99,1158.36,4206.9,6.59,0,51.7,1764.55,1889.39,368078,On-Time,3
102947,AL15, THAILAND ,budget,4.0,Premium Economy,Window,1.3,Mobile App,No,Card,37.0,13,2024-03-01,3,0,0,0.647,553.67,1472.7,9.02,0,45.7,780.44,935.52,81727,On-Time,5
100267,AL17,Vietnam,full-service,3.0,Economy,Window,5.14,Website,No, Card ,47.0,5,2024-01-02,1,0,0,0.74,237.9,822.5,8.22,0,81.1,580.0,622.31,129187,Cancelled,2
103908,AL03, MALAYSIA ,premium,4.0,Premium Economy,Middle,6.34,Airport Counter,Yes, Online ,40.0,10,2024-01-06,1,1,0,0.662,362.55,978.7,8.53,0,54.5,780.59,843.41,103846,Delayed,5
101235,AL02, Singapore ,budget,4.0,Economy,Middle,6.3,Walk-in,No, Card ,46.0,7,2024-09-08,9,1,0,0.874,766.55,2816.1,8.49,0,53.7,1164.46,1268.39,220139,Delayed,4
103777,AL08,Vietnam,full-service,2.0,Premium Economy,Middle,4.18,Mobile App,Yes, Card ,26.0,19,2024-07-10,7,0,0,0.867,470.69,1275.0,5.88,0,55.8,805.22,890.07,66350,On-Time,2
100748,AL09,Thailand,budget,5.0,Premium Economy,Window,4.9,Airport Counter,No,Online,18.0,8,2024-01-27,1,1,0,0.579,336.73,1262.9,10.0,0,30.6,796.42,869.49,80598,Delayed,3
100186,AL13, Thailand ,full-service,,Premium Economy,Window,7.16,Mobile App, Yes ,Online,,17,2024-07-20,7,1,0,0.597,487.16,1657.9,8.37,0,33.2,839.34,1092.19,149052,Delayed,3
101830,AL02, AUSTRALIA ,budget,4.0,business,Window,0.78,Mobile App,No,Online,45.0,19,2025-06-03,6,0,0,0.816,398.44,1543.1,7.37,1,78.5,772.44,959.34,162102,Delayed,4
102005,AL17,Thailand,full-service,3.0,Business,Aisle,5.46,Website,No,Card,39.0,0,2024-01-25,1,0,0,0.88,268.89,588.8,8.87,1,51.9,629.63,743.08,92240,Cancelled,2
103867,AL01,Singapore,full-service,1.0,Economy,Aisle,7.22,Mobile App,Yes, Online ,18.0,63,2024-07-24,7,0,0,0.732,679.4,1955.3,7.44,0,98.7,924.54,990.28,205848,Delayed,2
100279,AL12, MALAYSIA ,premium,3.0,Economy,Aisle,2.94,Mobile App,Yes,Cash,68.0,6,2024-03-17,3,1,0,0.801,320.92,1233.6,6.93,1,70.3,722.46,744.01,163846,Delayed,3
102464,AL13,Australia,full-service,3.0,Business,Aisle,1.98,website,No,Online,49.0,33,2024-07-12,7,0,0,0.609,271.36,954.0,5.55,0,46.1,754.72,879.51,102458,Delayed,2
100619,AL10, Indonesia ,full-service,3.0,economy,Aisle,9.39,Website, No ,Card,24.0,37,2025-06-07,6,1,0,0.788,236.13,567.0,8.86,0,39.7,422.95,458.52,67623,On-Time,4
103508,AL01,Philippines,full-service,3.0,Business,Aisle,6.31,Mobile App,Yes,Online,34.0,41,2024-01-06,1,1,0,0.77,391.23,1017.1,6.99,0,50.5,831.71,1006.78,244536,Delayed,3
103897,AL14,Malaysia,full-service,3.0,Economy,Aisle,2.92,Website,Yes,Cash,25.0,11,2024-01-05,1,0,0,0.829,384.06,1133.7,5.63,0,39.2,614.5,698.8,54170,On-Time,2
101096,AL15, MALAYSIA ,budget,3.0,Premium Economy,Aisle,3.31,Mobile App,No,Card,33.0,33,2024-10-14,10,0,0,0.5,1102.15,3754.6,6.03,0,49.6,1523.24,1607.16,194083,On-Time,3
100512,AL10, MALAYSIA ,full-service,5.0,Economy,Aisle,2.71,Website,No,Card,29.0,3,2025-03-12,3,0,0,0.687,379.59,1111.6,5.68,0,52.1,659.55,709.56,185500,On-Time,2
101337,AL08,Vietnam,full-service,5.0,premium economy,Middle,4.6,website,No,Online,42.0,33,2024-10-11,10,0,0,0.928,433.03,1135.6,6.91,0,29.5,722.35,822.04,204869,On-Time,3
101157,AL13,Vietnam,full-service,3.0,Economy,Aisle,6.51,mobile app,No,Online,19.0,58,2024-04-07,4,1,0,0.956,369.11,1374.4,10.0,0,39.3,689.26,729.18,146176,Delayed,3
101054,AL10, Philippines ,full-service,3.0,Economy,Middle,2.66,Website,No, Online ,30.0,10,2024-01-12,1,0,0,0.682,333.49,827.5,5.38,1,43.1,536.87,785.95,63918,On-Time,2
103933,AL12,Indonesia,premium,3.0,First,Aisle,2.86,Mobile App,No,Card,50.0,9,2024-07-18,7,0,0,0.928,384.0,1359.5,8.5,0,83.1,1004.2,1308.48,305277,Delayed,4
100932,AL17, AUSTRALIA ,full-service,4.0,economy,Aisle,6.44,Travel Agent,No,Card,51.0,9,2024-07-09,7,0,1,0.782,545.49,1591.1,5.99,0,90.0,818.27,879.12,177459,Delayed,3
101422,AL05,Australia,budget,3.0,economy,Window,5.94,Website,No, Card ,60.0,1,2024-05-04,5,1,0,0.89,578.49,1667.2,6.82,0,29.6,812.81,861.92,59005,On-Time,4
102914,AL01,Malaysia,full-service,4.0,Economy,Middle,5.5,Walk-in,Yes,Online,31.0,19,2025-01-09,1,0,0,0.688,352.46,969.4,6.71,0,35.7,585.07,672.6,162998,On-Time,4
101141,AL04,Malaysia,full-service,2.0,Premium Economy,Aisle,4.64,Website,Yes, Online ,54.0,39,2025-05-08,5,0,0,0.715,479.89,1381.1,7.1,1,64.4,707.27,855.22,71370,On-Time,4
102775,AL06,Singapore,premium,2.0,Economy,Window,4.1,travel agent,No,Online,22.0,1,2025-01-04,1,1,0,,264.91,778.5,6.13,0,83.7,562.6,602.08,43105,Delayed,3
103136,AL08,Vietnam,full-service,3.0,Economy,Window,4.23,Mobile App,No,Card,37.0,2,2025-05-13,5,0,0,0.759,350.97,984.5,7.63,1,74.2,587.91,826.53,180341,On-Time,3
103982,AL04,indonesia,full-service,3.0,Economy,Aisle,3.64,Website,Yes,Card,,13,2025-01-15,1,0,1,0.555,318.71,1014.1,8.03,0,51.1,590.13,673.59,105398,Delayed,3
100460,AL03,Malaysia,premium,3.0,Economy,Aisle,1.69,travel agent,No,Online,31.0,24,2025-06-07,6,1,0,0.99,616.77,2004.6,6.47,0,55.2,1062.72,1200.79,181648,Cancelled,2
102297,AL15,Vietnam,budget,4.0,Premium Economy,Window,2.41,website,No,Card,61.0,3,2024-08-19,8,0,0,0.749,216.06,610.9,8.51,0,66.6,585.89,706.17,181149,On-Time,3
103018,AL15,Malaysia,budget,4.0,economy,Aisle,4.0,mobile app,No,Cash,28.0,31,2024-01-16,1,0,0,0.759,269.54,917.0,6.48,0,44.6,632.81,708.19,179197,Delayed,2
101242,AL01,Singapore,full-service,4.0,Business,Aisle,2.84,Travel Agent,Yes,Online,18.0,20,2025-03-31,3,0,0,0.927,586.38,2004.0,8.38,0,51.7,1086.12,1214.18,252590,Delayed,4
101134,AL12,Singapore,premium,3.0,Economy,Aisle,4.6,Website, Yes ,Cash,18.0,68,2024-05-12,5,1,0,0.951,400.96,1337.8,7.37,1,31.5,651.64,708.8,55583,On-Time,4
100060,AL05,Singapore,budget,3.0,Economy,Window,5.31,Airport Counter,No,Online,34.0,24,2024-04-28,4,1,0,0.867,255.21,743.6,7.35,0,34.7,515.49,648.11,128311,Delayed,2
101805,AL02,Japan,budget,3.0,Economy,Middle,3.72,Mobile App,No,Online,52.0,6,2024-11-02,11,1,0,0.937,447.39,1541.9,4.64,0,53.0,797.54,930.22,160948,Delayed,3
101815,AL05,Malaysia,budget,4.0,Business,Window,5.04,Mobile App,Yes, Online ,41.0,77,2024-06-01,6,1,0,0.963,722.8,2432.6,7.12,0,40.4,1222.07,1335.55,102769,Delayed,3
101946,AL01, MALAYSIA ,full-service,4.0,Premium Economy,Aisle,7.39,walk-in,Yes,Card,37.0,25,2024-11-17,11,1,0,0.99,410.05,1201.0,5.18,0,66.1,764.33,812.72,75765,On-Time,3
100359,AL16,Malaysia,budget,3.0,Business,Window,0.75,Travel Agent,No,Online,35.0,8,2024-11-08,11,0,1,0.764,652.91,1801.7,7.85,0,78.5,1086.11,1151.21,277410,On-Time,3
101807,AL16, INDONESIA ,budget,3.0,Economy,Aisle,2.75,Airport Counter,Yes,Online,18.0,8,2024-11-30,11,1,0,0.591,338.34,879.9,6.99,0,32.6,517.4,649.7,65385,Delayed,3
100131,AL04,Singapore,full-service,5.0,Premium Economy,Middle,3.88,Website, No ,Online,51.0,18,2024-01-14,1,1,0,0.77,766.5,2919.2,6.82,0,43.7,1285.03,1373.8,244624,Delayed,3
101801,AL06,Thailand,premium,5.0,Premium Economy,Window,10.1,airport counter,Yes,Card,44.0,18,2025-03-14,3,0,0,0.803,383.26,1187.7,7.14,0,33.5,778.0,1001.22,169116,On-Time,4
103486,AL15,Indonesia,budget,4.0,Economy,Aisle,3.3,Website, Yes ,Online,23.0,88,2024-03-05,3,0,0,0.759,554.86,1778.4,9.3,0,45.1,825.25,967.23,237311,Delayed,4
102031,AL17,Thailand,full-service,2.0,Economy,Window,4.91,Travel Agent,No,Online,43.0,11,2025-06-09,6,0,1,0.659,569.59,1542.0,3.01,0,53.1,759.29,780.37,184711,Cancelled,1
100527,AL04, AUSTRALIA ,full-service,3.0,Economy,Window,5.77,Website,No,Online,43.0,9,2025-05-12,5,0,0,0.735,162.68,278.4,5.31,0,33.0,359.25,457.39,32680,Delayed,1
104099,AL18,Philippines,budget,4.0,Economy,Aisle,0.75,Website,, Cash ,48.0,13,2024-07-10,7,0,0,0.726,373.76,1037.9,7.4,0,51.7,595.76,638.18,85802,Delayed,3
102245,AL07,japan,full-service,2.0,economy,Middle,4.12,Travel Agent,Yes, Online ,25.0,1,2024-01-12,1,0,0,0.828,700.15,2314.0,5.94,0,17.7,1017.58,1152.55,232020,On-Time,2
102838,AL07, Australia ,full-service,2.0,Economy,Aisle,3.9,Walk-in,No,Online,28.0,30,2024-05-06,5,0,0,0.686,635.36,1852.8,8.56,1,63.7,824.04,901.53,231122,Delayed,3
